name,groups,ctrlength,length,contour_1,contour_2,contour_3,contour_4,contour_5,contour_6,contour_7,contour_8,contour_9,contour_10,contour_11,contour_12,contour_13,contour_14,contour_15,contour_16,contour_17,contour_18,contour_19,contour_20,contour_21,contour_22,contour_23,contour_24,contour_25,contour_26,contour_27,contour_28,contour_29,contour_30,contour_31,contour_32,contour_33,contour_34,contour_35,contour_36,contour_37,contour_38,contour_39,contour_40,contour_41,contour_42,contour_43,contour_44,contour_45,contour_46,contour_47,contour_48,contour_49,contour_50,contour_51,contour_52,contour_53,contour_54,contour_55,contour_56,contour_57,contour_58,contour_59,contour_60,contour_61,contour_62,contour_63,contour_64,contour_65,contour_66,contour_67,contour_68,contour_69,contour_70,contour_71,contour_72,contour_73,contour_74,contour_75,contour_76,contour_77,contour_78,contour_79,contour_80,contour_81,contour_82,contour_83,contour_84,contour_85,contour_86,contour_87,contour_88,contour_89,contour_90,contour_91,contour_92,contour_93,contour_94,contour_95,contour_96,contour_97,contour_98,contour_99,contour_100,contour_101,contour_102,contour_103,contour_104,contour_105,contour_106,contour_107,contour_108,contour_109,contour_110,contour_111,contour_112,contour_113,contour_114,contour_115,contour_116,contour_117,contour_118,contour_119,contour_120,contour_121,contour_122,contour_123,contour_124,contour_125,contour_126,contour_127,contour_128,contour_129,contour_130,contour_131,contour_132,contour_133,contour_134,contour_135,contour_136,contour_137,contour_138,contour_139,contour_140,contour_141,contour_142,contour_143,contour_144,contour_145,contour_146,contour_147,contour_148,contour_149,contour_150,contour_151,contour_152,contour_153,contour_154,contour_155,contour_156,contour_157,contour_158,contour_159,contour_160,contour_161,contour_162,contour_163,contour_164,contour_165,contour_166,contour_167,contour_168,contour_169,contour_170,contour_171,contour_172,contour_173,contour_174,contour_175,contour_176,contour_177,contour_178,contour_179,contour_180,contour_181,contour_182,contour_183,contour_184,contour_185,contour_186,contour_187,contour_188,contour_189,contour_190,contour_191,contour_192,contour_193,contour_194,contour_195,contour_196,contour_197,contour_198,contour_199,contour_200,contour_201,contour_202,contour_203,contour_204,contour_205,contour_206,contour_207,contour_208,contour_209,contour_210,contour_211,contour_212,contour_213,contour_214,contour_215,contour_216,contour_217,contour_218,contour_219,contour_220,contour_221,contour_222,contour_223,contour_224,contour_225,contour_226,contour_227,contour_228,contour_229,contour_230,contour_231,contour_232,contour_233,contour_234,contour_235,contour_236,contour_237,contour_238,contour_239,contour_240,contour_241,contour_242,contour_243,contour_244,contour_245,contour_246,contour_247,contour_248,contour_249,contour_250,contour_251,contour_252,contour_253,contour_254,contour_255,contour_256,contour_257,contour_258,contour_259,contour_260,contour_261,contour_262,contour_263,contour_264,contour_265,contour_266,contour_267,contour_268,contour_269,contour_270,contour_271,contour_272,contour_273,contour_274,contour_275,contour_276,contour_277,contour_278,contour_279,contour_280,contour_281,contour_282,contour_283,contour_284,contour_285,contour_286,contour_287,contour_288,contour_289,contour_290,contour_291,contour_292,contour_293,contour_294,contour_295,contour_296,contour_297,contour_298,contour_299,contour_300,contour_301,contour_302,contour_303,contour_304,contour_305,contour_306,contour_307,contour_308,contour_309,contour_310,contour_311,contour_312,contour_313,contour_314,contour_315,contour_316,contour_317,contour_318,contour_319,contour_320,contour_321,contour_322,contour_323,contour_324,contour_325,contour_326,contour_327,contour_328,contour_329,contour_330,contour_331,contour_332,contour_333,contour_334,contour_335,contour_336,contour_337,contour_338,contour_339,contour_340,contour_341,contour_342,contour_343,contour_344,contour_345,contour_346,contour_347,contour_348,contour_349,contour_350,contour_351,contour_352,contour_353,contour_354,contour_355,contour_356,contour_357,contour_358,contour_359,contour_360,contour_361,contour_362,contour_363,contour_364,contour_365,contour_366,contour_367,contour_368,contour_369,contour_370,contour_371,contour_372,contour_373,contour_374,contour_375,contour_376,contour_377,contour_378,contour_379,contour_380,contour_381,contour_382,contour_383,contour_384,contour_385,contour_386,tempres,category,match
Cc_000_0143.sel.10.2.Social.ctr,Pantropical,0.834666667,84,5367.1875,5414.0625,5671.875,5718.75,5742.1875,5718.75,6703.125,6679.6875,6796.875,6867.1875,7054.6875,7265.625,7359.375,7359.375,7523.4375,7757.8125,8132.8125,8085.9375,8273.4375,8320.3125,8390.625,8484.375,8578.125,8601.5625,8601.5625,8671.875,8742.1875,9421.875,9539.0625,9632.8125,9703.125,10218.75,10335.9375,10429.6875,10617.1875,10828.125,10968.75,11203.125,11250,11296.875,12187.5,12328.125,12539.0625,13031.25,13781.25,13828.125,13851.5625,13875,14109.375,14039.0625,14132.8125,14203.125,14250,14320.3125,15140.625,15234.375,15210.9375,15304.6875,15328.125,15445.3125,16218.75,16359.375,16523.4375,16710.9375,16757.8125,16851.5625,17226.5625,17554.6875,17742.1875,17789.0625,17882.8125,18093.75,18140.625,18492.1875,18773.4375,18867.1875,19031.25,19406.25,19429.6875,19781.25,20039.0625,20343.75,20343.75,20625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,11,98.8889907
Cc_000_0143.sel.11.2.Social.ctr,Pantropical,0.885333333,89,5578.125,5531.25,6046.875,6164.0625,6328.125,6375,6539.0625,6585.9375,6679.6875,6726.5625,6750,6843.75,7101.5625,7312.5,7335.9375,7406.25,7429.6875,7781.25,7921.875,8156.25,8203.125,8296.875,8437.5,8507.8125,8578.125,8625,8695.3125,8718.75,8765.625,8882.8125,8929.6875,9796.875,9843.75,9867.1875,9890.625,10007.8125,10781.25,11039.0625,11367.1875,11414.0625,11437.5,11835.9375,12492.1875,12492.1875,12632.8125,12656.25,13617.1875,14109.375,14132.8125,14179.6875,14390.625,14414.0625,14437.5,14437.5,14484.375,14367.1875,14507.8125,15539.0625,15609.375,15656.25,15515.625,15632.8125,16640.625,16640.625,16640.625,16664.0625,16757.8125,16781.25,16921.875,16968.75,17015.625,17085.9375,17179.6875,17859.375,17882.8125,17906.25,18000,18281.25,18375,18515.625,18726.5625,19148.4375,19218.75,19781.25,19804.6875,20367.1875,20531.25,21000,21093.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,11,98.90311574
Cc_000_0143.sel.12.2.Social.ctr,Pantropical,0.832,84,5929.6875,5882.8125,5906.25,5906.25,5906.25,5906.25,6070.3125,6679.6875,6773.4375,6867.1875,6890.625,7007.8125,7242.1875,7312.5,7453.125,7523.4375,7570.3125,7710.9375,7851.5625,8132.8125,8226.5625,8367.1875,8460.9375,8531.25,8554.6875,8648.4375,8671.875,8718.75,8765.625,8765.625,9492.1875,9609.375,9750,9843.75,10406.25,10570.3125,10804.6875,11039.0625,11179.6875,11226.5625,11273.4375,12234.375,12375,12609.375,12656.25,12679.6875,13804.6875,13945.3125,14156.25,14273.4375,14320.3125,14390.625,15257.8125,15328.125,15375,15421.875,15398.4375,16382.8125,16546.875,16570.3125,16664.0625,16710.9375,16804.6875,16921.875,17015.625,17085.9375,17320.3125,17671.875,17695.3125,18023.4375,18023.4375,18093.75,18093.75,18257.8125,18562.5,18679.6875,18796.875,18773.4375,19007.8125,19125,19148.4375,19851.5625,20109.375,5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,11,98.26718361
Cc_000_0143.sel.13.2.Social.ctr,Pantropical,0.781333333,79,6656.25,6820.3125,6843.75,6914.0625,7031.25,7218.75,7382.8125,7406.25,7453.125,7757.8125,7968.75,8156.25,8320.3125,8367.1875,8390.625,8554.6875,8625,8648.4375,8695.3125,8789.0625,8812.5,9492.1875,9632.8125,9703.125,9843.75,9984.375,10453.125,10546.875,10875,11015.625,11085.9375,11273.4375,11882.8125,12375,12585.9375,12656.25,12773.4375,12914.0625,12960.9375,14015.625,14132.8125,14226.5625,14226.5625,14296.875,14718.75,15164.0625,15117.1875,15234.375,15257.8125,15304.6875,15375,15445.3125,15539.0625,16265.625,16429.6875,16523.4375,16593.75,16664.0625,16945.3125,16968.75,16968.75,17039.0625,17554.6875,17695.3125,17718.75,17742.1875,17882.8125,18046.875,18070.3125,18187.5,18328.125,18421.875,18445.3125,18468.75,18890.625,18960.9375,19125,19218.75,19265.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,11,99.02117377
Cc_000_0143.sel.14.2.Social.ctr,Pantropical,0.838666667,84,5812.5,5718.75,5765.625,5789.0625,5789.0625,5765.625,5859.375,6796.875,6820.3125,6773.4375,7265.625,7335.9375,7382.8125,7453.125,7453.125,7476.5625,7476.5625,8132.8125,8179.6875,8250,8343.75,8414.0625,8460.9375,8507.8125,8554.6875,8648.4375,8671.875,8671.875,8765.625,9492.1875,9539.0625,9632.8125,9726.5625,9773.4375,10289.0625,10500,10640.625,10968.75,11062.5,11226.5625,11273.4375,11296.875,12000,12398.4375,12445.3125,12960.9375,13078.125,13171.875,13968.75,14132.8125,14296.875,14273.4375,14296.875,15093.75,15210.9375,15234.375,15281.25,15304.6875,15375,15421.875,16500,16500,16523.4375,16617.1875,16734.375,16898.4375,16828.125,16945.3125,16992.1875,17367.1875,17625,17695.3125,17835.9375,17882.8125,17976.5625,18046.875,18093.75,18281.25,18585.9375,18656.25,18750,18867.1875,19148.4375,19242.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,11,98.89640417
Cc_000_0143.sel.15.2.Social.ctr,Pantropical,0.706666667,71,6023.4375,5929.6875,5906.25,5812.5,5906.25,6703.125,6796.875,6843.75,6914.0625,7195.3125,7289.0625,7335.9375,7476.5625,7476.5625,7476.5625,7500,7523.4375,8226.5625,8320.3125,8437.5,8507.8125,8554.6875,8578.125,8671.875,8718.75,8718.75,8742.1875,8718.75,9140.625,9750,9984.375,10242.1875,10640.625,10828.125,10992.1875,11039.0625,11132.8125,11179.6875,11203.125,11906.25,12046.875,12679.6875,12703.125,12820.3125,12820.3125,13031.25,14039.0625,14179.6875,14296.875,14320.3125,14343.75,15210.9375,15210.9375,15351.5625,15375,15398.4375,15468.75,15562.5,16265.625,16429.6875,16546.875,16734.375,16781.25,16898.4375,16921.875,16968.75,17039.0625,17718.75,17671.875,17718.75,17742.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,11,98.17272571
Cc_000_0143.sel.16.2.Social.ctr,Pantropical,0.848,85,6281.25,6468.75,6585.9375,6632.8125,6679.6875,6726.5625,6867.1875,6914.0625,7289.0625,7335.9375,7382.8125,7406.25,7429.6875,7429.6875,7453.125,7429.6875,8250,8367.1875,8414.0625,8437.5,8484.375,8531.25,8578.125,8625,8671.875,8718.75,8742.1875,8765.625,8812.5,9585.9375,9773.4375,9867.1875,9890.625,10429.6875,10687.5,10781.25,11062.5,11273.4375,11367.1875,11437.5,11437.5,12351.5625,12585.9375,12585.9375,13289.0625,13382.8125,14085.9375,14156.25,14320.3125,14414.0625,14414.0625,14460.9375,15257.8125,15304.6875,15328.125,15375,15398.4375,15492.1875,15492.1875,16664.0625,16757.8125,16781.25,16875,17015.625,17039.0625,17156.25,17367.1875,17531.25,17554.6875,17906.25,17953.125,18023.4375,18281.25,18304.6875,18328.125,18398.4375,18656.25,18984.375,19031.25,19593.75,20132.8125,20460.9375,20882.8125,20742.1875,15843.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,11,98.86031455
Cc_000_0143.sel.17.2.Social.ctr,Pantropical,0.372,38,6585.9375,6843.75,7148.4375,7453.125,7640.625,7945.3125,8273.4375,8578.125,9000,9351.5625,9703.125,10265.625,10453.125,10734.375,10968.75,11320.3125,11601.5625,11859.375,12070.3125,12445.3125,12703.125,13054.6875,13429.6875,13687.5,13992.1875,14484.375,14812.5,15093.75,15351.5625,15703.125,16031.25,16500,16804.6875,17109.375,17460.9375,17765.625,18023.4375,19031.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,27,98.84402709
Cc_000_0143.sel.18.2.Social.ctr,Pantropical,1.248,125,15820.3125,6656.25,6796.875,6820.3125,6867.1875,7054.6875,7218.75,7406.25,7406.25,7546.875,7546.875,7546.875,7640.625,8250,8343.75,8484.375,8554.6875,8625,8695.3125,8742.1875,8789.0625,8812.5,9656.25,9773.4375,9796.875,9867.1875,10570.3125,10640.625,10804.6875,11132.8125,11203.125,11390.625,11976.5625,12328.125,12468.75,12632.8125,12726.5625,12867.1875,12796.875,13945.3125,14132.8125,14203.125,14296.875,14296.875,14367.1875,15164.0625,15281.25,15375,15445.3125,15492.1875,15585.9375,15632.8125,16265.625,16312.5,16453.125,16500,16781.25,16828.125,17156.25,17695.3125,18000,18046.875,18421.875,18515.625,18656.25,18679.6875,18679.6875,19054.6875,19195.3125,19312.5,19312.5,19781.25,19898.4375,19875,19921.875,19921.875,19875,19429.6875,18820.3125,17882.8125,16476.5625,15351.5625,14531.25,13265.625,11742.1875,11484.375,10476.5625,9960.9375,9257.8125,8531.25,8390.625,8250,8039.0625,7945.3125,7968.75,7968.75,8039.0625,8179.6875,8296.875,8367.1875,8507.8125,8648.4375,8671.875,8765.625,8812.5,8812.5,9656.25,9843.75,10218.75,10500,10664.0625,10804.6875,10851.5625,10898.4375,10945.3125,11906.25,12328.125,12703.125,12843.75,13593.75,13781.25,14062.5,14835.9375,8343.75,6093.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,78,97.87250228
Cc_000_0143.sel.18.2.Social_1.ctr,Pantropical,0.361333333,37,8320.3125,8343.75,8507.8125,8601.5625,8531.25,8695.3125,8812.5,9046.875,9093.75,9210.9375,9351.5625,9703.125,10078.125,10429.6875,10687.5,10992.1875,11367.1875,11835.9375,12328.125,12773.4375,13195.3125,13500,14109.375,14460.9375,14625,14835.9375,14789.0625,14953.125,15187.5,15398.4375,15750,16242.1875,16593.75,17203.125,17859.375,18960.9375,20320.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,27,97.83564669
Cc_000_0143.sel.19.2.Social.ctr,Pantropical,1.447333333,145,5320.3125,5273.4375,5718.75,5906.25,5953.125,5976.5625,5976.5625,6890.625,6914.0625,7031.25,7335.9375,7453.125,7546.875,7734.375,8085.9375,8156.25,8273.4375,8390.625,8507.8125,8625,8742.1875,8812.5,9046.875,9023.4375,9796.875,9960.9375,10476.5625,10640.625,11039.0625,11179.6875,11296.875,11320.3125,12281.25,12750,12984.375,13007.8125,13078.125,13195.3125,14062.5,14226.5625,14367.1875,14484.375,14554.6875,15164.0625,15398.4375,15492.1875,15562.5,15609.375,15656.25,15679.6875,15703.125,15773.4375,16593.75,16640.625,16757.8125,16945.3125,16992.1875,17203.125,17250,17296.875,18000,18046.875,18140.625,18210.9375,18304.6875,18421.875,18445.3125,18539.0625,18773.4375,19007.8125,19242.1875,19546.875,19875,20132.8125,20390.625,21000,21117.1875,21046.875,20953.125,20578.125,19781.25,18960.9375,17742.1875,16593.75,15000,13664.0625,13054.6875,11343.75,10195.3125,9093.75,8273.4375,7851.5625,7359.375,7242.1875,7148.4375,7054.6875,6843.75,6867.1875,6914.0625,6960.9375,7007.8125,7570.3125,7664.0625,7710.9375,7781.25,8601.5625,8765.625,8835.9375,8929.6875,8929.6875,10007.8125,10265.625,10476.5625,10734.375,10898.4375,10945.3125,11859.375,12234.375,12539.0625,12820.3125,12867.1875,13031.25,13757.8125,13921.875,14062.5,14273.4375,14414.0625,14531.25,14578.125,15445.3125,15609.375,15750,15726.5625,15867.1875,16500,16921.875,17296.875,17789.0625,18000,18257.8125,18398.4375,18562.5,16546.875,13968.75,14132.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,78,97.13695675
Cc_000_0143.sel.20.2.Social.ctr,Pantropical,0.724,73,5320.3125,5554.6875,5859.375,5835.9375,5835.9375,5906.25,6609.375,6914.0625,7031.25,7335.9375,7406.25,7476.5625,7523.4375,7570.3125,7593.75,7617.1875,8390.625,8484.375,8601.5625,8695.3125,8742.1875,8929.6875,8976.5625,9398.4375,9796.875,10078.125,10218.75,10406.25,10734.375,10851.5625,10992.1875,11039.0625,11109.375,11648.4375,12492.1875,12750,12843.75,12914.0625,13054.6875,13898.4375,14085.9375,14203.125,14273.4375,14296.875,14390.625,14437.5,14601.5625,15421.875,15562.5,15609.375,16195.3125,16453.125,16500,16664.0625,16804.6875,16898.4375,17015.625,17179.6875,17296.875,17320.3125,17578.125,17554.6875,17906.25,18210.9375,18632.8125,18703.125,18960.9375,19195.3125,19453.125,19664.0625,20062.5,20132.8125,20390.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,11,98.90070362
Cc_000_0198.sel.01.3.Travel_1.ctr,Pantropical,0.768,77,9281.25,9304.6875,9281.25,9234.375,8906.25,8953.125,9234.375,8835.9375,8835.9375,8859.375,8859.375,8812.5,8906.25,9117.1875,9281.25,9351.5625,9492.1875,9750,10078.125,10078.125,10054.6875,9890.625,9843.75,9843.75,9843.75,9890.625,9937.5,10054.6875,10242.1875,10242.1875,10218.75,10171.875,9562.5,9351.5625,9304.6875,9351.5625,9328.125,9328.125,9351.5625,9375,9421.875,9562.5,9585.9375,9632.8125,9750,9960.9375,10031.25,10125,10171.875,10195.3125,10312.5,10429.6875,10757.8125,10828.125,10898.4375,11531.25,11742.1875,11835.9375,12210.9375,12398.4375,12515.625,12562.5,13078.125,13289.0625,13617.1875,13968.75,14507.8125,8906.25,8718.75,9632.8125,16218.75,16898.4375,17179.6875,17320.3125,17507.8125,17835.9375,18046.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,27,95.49745243
Cc_000_0198.sel.02.1.Travel.ctr,Pantropical,0.656666667,66,8015.625,8179.6875,8460.9375,8554.6875,8648.4375,8718.75,8812.5,8906.25,9000,9023.4375,9023.4375,9000,9000,9210.9375,9210.9375,9210.9375,9210.9375,9257.8125,9257.8125,9281.25,9304.6875,9328.125,9375,9398.4375,9421.875,9445.3125,9468.75,9492.1875,9515.625,9562.5,9585.9375,9609.375,9679.6875,9703.125,9773.4375,10406.25,10523.4375,10804.6875,10898.4375,11062.5,11085.9375,11085.9375,11085.9375,12164.0625,12398.4375,12445.3125,12492.1875,12562.5,13101.5625,13195.3125,13218.75,13265.625,13335.9375,13406.25,13875,14039.0625,14203.125,14273.4375,14906.25,15281.25,15703.125,15867.1875,16289.0625,16945.3125,18281.25,19593.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,27,98.07640211
Cc_000_0198.sel.03.1.Travel.ctr,Pantropical,1.002,101,5906.25,6046.875,6257.8125,6726.5625,6750,6679.6875,6656.25,6609.375,6492.1875,6468.75,6421.875,6328.125,6304.6875,6257.8125,6187.5,6164.0625,6164.0625,6117.1875,6093.75,6093.75,6093.75,6093.75,6093.75,6140.625,6187.5,6210.9375,6234.375,6328.125,6445.3125,6445.3125,6585.9375,6679.6875,6820.3125,6937.5,7101.5625,7171.875,7335.9375,7687.5,7687.5,7804.6875,6914.0625,5531.25,5531.25,8531.25,8718.75,8742.1875,8906.25,9093.75,9445.3125,9726.5625,9937.5,10101.5625,10312.5,10523.4375,10757.8125,10945.3125,11132.8125,11460.9375,11648.4375,11906.25,12070.3125,12281.25,12468.75,12679.6875,12984.375,13125,13218.75,13335.9375,13429.6875,13476.5625,13593.75,13640.625,13664.0625,13664.0625,13664.0625,13664.0625,13664.0625,13640.625,13640.625,13640.625,13640.625,13664.0625,13734.375,13757.8125,13804.6875,13804.6875,13875,14062.5,14203.125,14531.25,14648.4375,14742.1875,14859.375,14906.25,14906.25,15187.5,15468.75,15468.75,15562.5,16031.25,16148.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,69,100
